"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Desenvolvimento (Halter)",,"",2,"normal",12.5,10,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Desenvolvimento (Halter)",,"",3,"normal",15,10,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Desenvolvimento (Halter)",,"",4,"failure",27.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Desenvolvimento (Halter)",,"",5,"failure",27.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Elevação Lateral (Halter)",,"",0,"failure",9,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Elevação Lateral (Halter)",,"",1,"failure",8,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",7.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",7.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",7.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Remadas Iso-Lateral (Máquina)",,"",0,"normal",42.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Remadas Iso-Lateral (Máquina)",,"",1,"normal",50,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Puxada Alta na Polia (Máquina)",,"",0,"failure",42.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Puxada Alta na Polia (Máquina)",,"",1,"failure",42.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Puxada Alta - Pegada Triângulo",,"",0,"failure",45,7,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Puxada Alta - Pegada Triângulo",,"",1,"failure",42.5,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Rosca Scott (Máquina)",,"",0,"failure",32,8,,,
"Upper","10 Out 2023, 06:08","10 Out 2023, 07:29","","Rosca Scott (Máquina)",,"",1,"failure",37,7,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Agachamento no Smith (Máquina)",,"",0,"warmup",,15,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Agachamento no Smith (Máquina)",,"",1,"warmup",10,15,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Agachamento no Smith (Máquina)",,"",2,"normal",20,10,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Agachamento no Smith (Máquina)",,"",3,"normal",20,10,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Agachamento no Smith (Máquina)",,"",4,"failure",40,7,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Agachamento no Smith (Máquina)",,"",5,"failure",40,5,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Cadeira Extensora (Máquina)",,"",0,"failure",80,8,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Cadeira Extensora (Máquina)",,"",1,"failure",80,8,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Mesa Flexora (Máquina)",,"",0,"failure",50,7,,,
"Lower 1 e 3","9 Out 2023, 06:50","9 Out 2023, 07:40","","Mesa Flexora (Máquina)",,"",1,"failure",50,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Desenvolvimento (Halter)",,"",0,"warmup",5,20,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Desenvolvimento (Halter)",,"",1,"warmup",5,20,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Desenvolvimento (Halter)",,"",2,"normal",12.5,10,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Desenvolvimento (Halter)",,"",3,"normal",12.5,10,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Desenvolvimento (Halter)",,"",4,"failure",27.5,6,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Desenvolvimento (Halter)",,"",5,"failure",27.5,7,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Elevação Lateral (Halter)",,"",0,"failure",8,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Elevação Lateral (Halter)",,"",1,"failure",9,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",5,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",7.5,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",7.5,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Remadas Iso-Lateral (Máquina)",,"",0,"normal",42.5,5,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Remadas Iso-Lateral (Máquina)",,"",1,"normal",42.5,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Puxada Alta na Polia (Máquina)",,"",0,"failure",40,10,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Puxada Alta na Polia (Máquina)",,"",1,"failure",45,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Puxada Alta - Pegada Triângulo",,"",0,"failure",45,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Puxada Alta - Pegada Triângulo",,"",1,"failure",45,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Rosca Scott (Máquina)",,"",0,"failure",14,8,,,
"Upper","8 Out 2023, 08:48","8 Out 2023, 10:40","","Rosca Scott (Máquina)",,"",1,"failure",18,8,,,
"Lower 1 e 3","6 Out 2023, 19:40","6 Out 2023, 20:01","","Extensão De Perna Unilateral (Máquina)",,"",0,"failure",21.25,10,,,
"Lower 1 e 3","6 Out 2023, 19:40","6 Out 2023, 20:01","","Extensão De Perna Unilateral (Máquina)",,"",1,"failure",25,10,,,
"Lower 1 e 3","6 Out 2023, 19:40","6 Out 2023, 20:01","","Extensão De Perna Unilateral (Máquina)",,"",2,"failure",25,10,,,
"Lower 2","6 Out 2023, 19:28","6 Out 2023, 19:33","","Peso Morto Com Pernas Esticadas",,"",0,"failure",45,8,,,
"Lower 2","6 Out 2023, 19:28","6 Out 2023, 19:33","","Peso Morto Com Pernas Esticadas",,"",1,"failure",45,8,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Agachamento no Smith (Máquina)",,"",0,"warmup",,15,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Agachamento no Smith (Máquina)",,"",1,"warmup",14,14,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Agachamento no Smith (Máquina)",,"",2,"normal",20,10,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Agachamento no Smith (Máquina)",,"",3,"normal",25,10,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Agachamento no Smith (Máquina)",,"",4,"failure",30,8,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Agachamento no Smith (Máquina)",,"",5,"failure",35,8,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Cadeira Extensora (Máquina)",,"",0,"failure",77.5,8,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Cadeira Extensora (Máquina)",,"",1,"failure",77.5,8,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Mesa Flexora (Máquina)",,"",0,"failure",50,8,,,
"Lower 1 e 3","6 Out 2023, 18:43","6 Out 2023, 19:28","","Mesa Flexora (Máquina)",,"",1,"failure",52.5,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Leg Press 45º (Máquina)",,"",0,"warmup",20,20,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Leg Press 45º (Máquina)",,"",1,"warmup",40,20,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Leg Press 45º (Máquina)",,"",2,"normal",80,10,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Leg Press 45º (Máquina)",,"",3,"normal",80,10,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Leg Press 45º (Máquina)",,"",4,"failure",140,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Leg Press 45º (Máquina)",,"",5,"failure",140,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Elevação Pélvica (Barra)",,"",0,"normal",40,12,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Elevação Pélvica (Barra)",,"",1,"normal",40,12,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Elevação Pélvica (Barra)",,"",2,"failure",60,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Elevação Pélvica (Barra)",,"",3,"failure",80,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Cadeira Extensora (Máquina)",,"",0,"failure",80,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Cadeira Extensora (Máquina)",,"",1,"failure",80,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Mesa Flexora (Máquina)",,"",0,"failure",50,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Mesa Flexora (Máquina)",,"",1,"failure",50,5,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Peso Morto Com Pernas Esticadas",,"",0,"failure",35,8,,,
"Lower 2","28 Set 2023, 19:06","28 Set 2023, 20:32","","Peso Morto Com Pernas Esticadas",,"",1,"failure",40,10,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Desenvolvimento (Halter)",,"",0,"warmup",5,15,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Desenvolvimento (Halter)",,"",1,"warmup",5,15,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Desenvolvimento (Halter)",,"",2,"normal",15,10,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Desenvolvimento (Halter)",,"",3,"normal",17.5,10,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Desenvolvimento (Halter)",,"",4,"failure",27.5,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Desenvolvimento (Halter)",,"",5,"failure",30,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Elevação Lateral (Halter)",,"",0,"failure",9,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Elevação Lateral (Halter)",,"",1,"failure",9,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",8.75,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",7.5,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",7.5,8,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Remadas Iso-Lateral (Máquina)",,"",0,"normal",52.5,6,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Remadas Iso-Lateral (Máquina)",,"",1,"normal",52.5,7,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Rosca Scott (Máquina)",,"",0,"failure",37,6,,,
"Upper","26 Set 2023, 06:07","26 Set 2023, 07:06","","Rosca Scott (Máquina)",,"",1,"failure",37,5,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Agachamento no Smith (Máquina)",,"",0,"warmup",,20,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Agachamento no Smith (Máquina)",,"",1,"warmup",12,12,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Agachamento no Smith (Máquina)",,"",2,"normal",20,10,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Agachamento no Smith (Máquina)",,"",3,"normal",25,10,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Agachamento no Smith (Máquina)",,"",4,"failure",40,5,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Agachamento no Smith (Máquina)",,"",5,"failure",40,5,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Cadeira Extensora (Máquina)",,"",0,"failure",80,8,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Cadeira Extensora (Máquina)",,"",1,"failure",80,8,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Mesa Flexora (Máquina)",,"",0,"failure",47.5,8,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Mesa Flexora (Máquina)",,"",1,"failure",47.5,8,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Extensão De Perna Unilateral (Máquina)",,"",0,"failure",21.25,10,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Extensão De Perna Unilateral (Máquina)",,"",1,"failure",25,10,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Extensão De Perna Unilateral (Máquina)",,"",2,"failure",25,10,,,
"Lower 1 e 3","23 Set 2023, 08:48","23 Set 2023, 10:05","","Glúteo Coice (Máquina)",,"",0,"failure",20,7,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Desenvolvimento (Halter)",,"",0,"warmup",5,20,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Desenvolvimento (Halter)",,"",1,"warmup",5,20,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Desenvolvimento (Halter)",,"",2,"normal",15,10,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Desenvolvimento (Halter)",,"",3,"normal",17.5,10,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Desenvolvimento (Halter)",,"",4,"failure",27.5,8,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Desenvolvimento (Halter)",,"",5,"failure",27.5,8,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Elevação Lateral (Halter)",,"",0,"failure",8,12,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Elevação Lateral (Halter)",,"",1,"failure",8,12,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",8.7,8,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",8.75,10,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",8.75,10,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Remadas Iso-Lateral (Máquina)",,"",0,"normal",52.5,8,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Remadas Iso-Lateral (Máquina)",,"",1,"normal",52.2,8,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Puxada Alta na Polia (Máquina)",,"",0,"failure",45,7,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Puxada Alta na Polia (Máquina)",,"",1,"failure",45,7,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Puxada Alta - Pegada Triângulo",,"",0,"failure",45,6,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Puxada Alta - Pegada Triângulo",,"",1,"failure",45,8,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Rosca Scott (Máquina)",,"",0,"failure",34.5,7,,,
"Upper","21 Set 2023, 19:20","21 Set 2023, 20:33","","Rosca Scott (Máquina)",,"",1,"failure",34.5,5,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Desenvolvimento (Halter)",,"",0,"warmup",5,20,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Desenvolvimento (Halter)",,"",1,"warmup",7.5,20,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Desenvolvimento (Halter)",,"",2,"normal",15,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Desenvolvimento (Halter)",,"",3,"normal",17.5,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Desenvolvimento (Halter)",,"",4,"failure",30,5,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Desenvolvimento (Halter)",,"",5,"failure",30,6,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Elevação Lateral (Halter)",,"",0,"failure",10,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Elevação Lateral (Halter)",,"",1,"failure",10,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",6.25,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",6.8,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",7.7,10,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Remadas Iso-Lateral (Máquina)",,"",0,"normal",52.5,8,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Remadas Iso-Lateral (Máquina)",,"",1,"normal",52.5,8,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Puxada Alta na Polia (Máquina)",,"",0,"failure",45,8,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Puxada Alta na Polia (Máquina)",,"",1,"failure",47,6,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Puxada Alta - Pegada Triângulo",,"",0,"failure",47,6,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Puxada Alta - Pegada Triângulo",,"",1,"failure",47,6,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Rosca Scott (Máquina)",,"",0,"failure",34.5,6,,,
"Upper","19 Set 2023, 19:48","19 Set 2023, 21:00","","Rosca Scott (Máquina)",,"",1,"failure",34.5,6,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Agachamento no Smith (Máquina)",,"Senti a rotula direita na serie 20,",0,"warmup",,15,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Agachamento no Smith (Máquina)",,"Senti a rotula direita na serie 20,",1,"warmup",10,12,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Agachamento no Smith (Máquina)",,"Senti a rotula direita na serie 20,",2,"normal",20,10,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Agachamento no Smith (Máquina)",,"Senti a rotula direita na serie 20,",3,"normal",30,8,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Agachamento no Smith (Máquina)",,"Senti a rotula direita na serie 20,",4,"failure",40,5,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Agachamento no Smith (Máquina)",,"Senti a rotula direita na serie 20,",5,"failure",45,5,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Cadeira Extensora (Máquina)",,"",0,"failure",82.5,8,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Cadeira Extensora (Máquina)",,"",1,"failure",82.5,8,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Mesa Flexora (Máquina)",,"",0,"failure",52.5,8,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Mesa Flexora (Máquina)",,"",1,"failure",52.5,8,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Extensão De Perna Unilateral (Máquina)",,"",0,"failure",23.75,10,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Extensão De Perna Unilateral (Máquina)",,"",1,"failure",28.75,10,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Extensão De Perna Unilateral (Máquina)",,"",2,"failure",28.75,10,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Glúteo Coice (Máquina)",,"",0,"failure",18.75,5,,,
"Lower 1 e 3","18 Set 2023, 05:41","18 Set 2023, 06:58","","Glúteo Coice (Máquina)",,"",1,"failure",23.75,7,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Agachamento no Smith (Máquina)",,"",0,"warmup",,13,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Agachamento no Smith (Máquina)",,"",1,"warmup",10,15,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Agachamento no Smith (Máquina)",,"",2,"normal",20,10,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Agachamento no Smith (Máquina)",,"",3,"normal",25,10,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Agachamento no Smith (Máquina)",,"",4,"failure",40,8,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Agachamento no Smith (Máquina)",,"",5,"failure",45,5,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Cadeira Extensora (Máquina)",,"",0,"failure",80,10,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Cadeira Extensora (Máquina)",,"",1,"failure",82.5,8,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Mesa Flexora (Máquina)",,"",0,"failure",52.5,7,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Mesa Flexora (Máquina)",,"",1,"failure",52.5,8,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Extensão De Perna Unilateral (Máquina)",,"",0,"failure",18.75,10,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Extensão De Perna Unilateral (Máquina)",,"",1,"failure",28.75,10,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Extensão De Perna Unilateral (Máquina)",,"",2,"failure",28.75,8,,,
"Lower 1 e 3","16 Set 2023, 08:41","16 Set 2023, 09:58","","Glúteo Coice (Máquina)",,"",0,"failure",18.75,7,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Leg Press 45º (Máquina)",,"",0,"warmup",40,20,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Leg Press 45º (Máquina)",,"",1,"warmup",40,20,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Leg Press 45º (Máquina)",,"",2,"normal",80,10,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Leg Press 45º (Máquina)",,"",3,"normal",80,10,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Leg Press 45º (Máquina)",,"",4,"failure",140,8,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Leg Press 45º (Máquina)",,"",5,"failure",140,7,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Cadeira Extensora (Máquina)",,"",0,"failure",75,9,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Cadeira Extensora (Máquina)",,"",1,"failure",80,8,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Mesa Flexora (Máquina)",,"",0,"failure",50,7,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Mesa Flexora (Máquina)",,"",1,"failure",50,5,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Peso Morto Com Pernas Esticadas",,"",0,"failure",30,10,,,
"Lower 2","13 Set 2023, 19:23","13 Set 2023, 20:08","","Peso Morto Com Pernas Esticadas",,"",1,"failure",30,8,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Desenvolvimento (Halter)",,"",0,"warmup",5,15,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Desenvolvimento (Halter)",,"",1,"warmup",5,20,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Desenvolvimento (Halter)",,"",2,"normal",15,10,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Desenvolvimento (Halter)",,"",3,"normal",15,10,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Desenvolvimento (Halter)",,"",4,"failure",22.5,10,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Desenvolvimento (Halter)",,"",5,"failure",27.5,5,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Elevação Lateral (Halter)",,"",0,"failure",9,8,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Elevação Lateral (Halter)",,"",1,"failure",9,8,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Extensão de Tríceps na Polia (Máquina)",,"",0,"failure",5,10,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Extensão de Tríceps na Polia (Máquina)",,"",1,"failure",7.5,10,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Extensão de Tríceps na Polia (Máquina)",,"",2,"failure",7.5,10,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Rosca Scott (Máquina)",,"",0,"failure",34.5,6,,,
"Upper","12 Set 2023, 19:14","12 Set 2023, 20:12","","Rosca Scott (Máquina)",,"",1,"failure",34.5,8,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",0,"warmup",5,20,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",1,"warmup",10,20,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",2,"normal",17.5,10,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",3,"normal",17.5,10,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",4,"failure",30,8,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",5,"failure",32.5,3,,,
"Upper","5 Set 2023, 18:43","5 Set 2023, 20:21","","Desenvolvimento (Halter)",,"",6,"normal",30,5,,,
